-9.248062672689848	{1., 2.}	{0.15844960939533118, 0.36426181320326784}
-7.877364739474245	{1., 3.}	{0.15444623449831515, 0.752201858660223}
-6.946145201293495	{2., 3.}	{0.3482523138483875, 0.7404315628701151}
-6.2916212348819585	{0., 5.}	{0.1364900487264613, 0. + 1.6032173797602085*I}
-5.554485556157445	{0., 6.}	{0.06215588785194659, 0. + 0.9860063979105891*I}
-5.520585044934427	{1., 5.}	{0.29582186007779826, 0. + 1.5846088012756294*I}
-4.955904416896592	{1., 6.}	{0.23144309556163697, 0. + 0.9986148447626013*I}
-4.451166890833778	{2., 5.}	{0.5224361513375136, 0. + 1.5552255585532522*I}
-4.321974801749631	{3., 4.}	{0.7010603882409074 + 0.5041899352003034*I, 0.7010603882409074 - 0.5041899352003034*I}
-3.8771662507612694	{2., 6.}	{0.4495596335465379, 0. + 0.9996117706686068*I}
-3.3362724649971387	{3., 5.}	{0.9856550563437025, 0. + 1.5241534910665215*I}
-2.637472095331094	{3., 6.}	{0.882971339985255, 0. + 0.9998849040372663*I}
-2.3748300166662526	{4., 5.}	{0. + 2.862932716644775*I, 0. + 1.500898839346176*I}
-1.457131147623392	{4., 6.}	{0. + 2.241153911574867*I, 0. + 0.9999961686221815*I}
-1.1498174657094322	{5., 5.}	{0. + 1.0000156419948782*I, 0. + 1.4780365877861148*I}
